"tenure","monthlycharges","churn","churn_risk"
44,"25.7","No","Low Risk"
44,"24.85","No","Low Risk"
44,"20.6","No","Low Risk"
44,"20.5","No","Low Risk"
44,"20.4","No","Low Risk"
44,"20.05","No","Low Risk"
44,"20","No","Low Risk"
44,"19.9","No","Low Risk"
44,"19.6","No","Low Risk"
44,"19.55","No","Low Risk"
44,"19.5","No","Low Risk"
44,"19.35","No","Low Risk"
43,"115.05","No","Low Risk"
43,"106","No","Low Risk"
43,"104.3","No","Low Risk"
43,"100.55","No","Low Risk"
43,"99.3","No","Low Risk"
43,"94.5","No","Low Risk"
43,"94.35","No","Low Risk"
43,"94.3","No","Low Risk"
43,"94.1","No","Low Risk"
43,"92.55","No","Low Risk"
43,"91.65","No","Low Risk"
43,"91.25","No","Low Risk"
43,"90.65","No","Low Risk"
43,"90.25","No","Low Risk"
43,"86.45","No","Low Risk"
43,"86.1","No","Low Risk"
43,"85.1","No","Low Risk"
43,"84.85","No","Low Risk"
43,"84.25","No","Low Risk"
43,"80.45","No","Low Risk"
43,"80.2","No","Low Risk"
43,"79.15","No","Low Risk"
43,"78.8","No","Low Risk"
43,"75.35","No","Low Risk"
43,"75.2","No","Low Risk"
43,"71.9","No","Low Risk"
43,"66.25","No","Low Risk"
43,"64.85","No","Low Risk"
43,"63.95","No","Low Risk"
43,"60.4","No","Low Risk"
43,"60","No","Low Risk"
43,"56.35","No","Low Risk"
43,"55.45","No","Low Risk"
43,"51.25","No","Low Risk"
43,"50.2","No","Low Risk"
43,"44.15","No","Low Risk"
43,"40.45","No","Low Risk"
43,"35.2","No","Low Risk"
43,"34","No","Low Risk"
43,"33.45","No","Low Risk"
43,"29.3","No","Low Risk"
43,"26.45","No","Low Risk"
43,"25.7","No","Low Risk"
43,"25.1","No","Low Risk"
43,"24.45","No","Low Risk"
43,"24.25","No","Low Risk"
43,"20","No","Low Risk"
43,"19.65","No","Low Risk"
43,"19.55","No","Low Risk"
43,"19.2","No","Low Risk"
42,"108.3","No","Low Risk"
42,"105.2","No","Low Risk"
42,"103.8","No","Low Risk"
42,"100.4","No","Low Risk"
42,"100.3","No","Low Risk"
42,"99","No","Low Risk"
42,"99","No","Low Risk"
42,"97.1","No","Low Risk"
42,"95.55","No","Low Risk"
42,"95.05","No","Low Risk"
42,"94.45","No","Low Risk"
42,"94.4","No","Low Risk"
42,"92.15","No","Low Risk"
42,"85.9","No","Low Risk"
42,"84.35","No","Low Risk"
42,"80.45","No","Low Risk"
42,"79.9","No","Low Risk"
42,"79.35","No","Low Risk"
42,"78.45","No","Low Risk"
42,"73.15","No","Low Risk"
42,"69.4","No","Low Risk"
42,"67.7","No","Low Risk"
42,"66.5","No","Low Risk"
42,"66.4","No","Low Risk"
42,"63.7","No","Low Risk"
42,"60.15","No","Low Risk"
42,"59.65","No","Low Risk"
42,"56.1","No","Low Risk"
42,"55.65","No","Low Risk"
42,"54.75","No","Low Risk"
42,"54.55","No","Low Risk"
42,"54.5","No","Low Risk"
42,"49.55","No","Low Risk"
42,"48.15","No","Low Risk"
42,"45.1","No","Low Risk"
42,"40.15","No","Low Risk"
42,"25.25","No","Low Risk"
42,"25.1","No","Low Risk"
42,"25.05","No","Low Risk"
42,"22.95","No","Low Risk"
42,"20.75","No","Low Risk"
42,"20.7","No","Low Risk"
42,"20.65","No","Low Risk"
42,"20.35","No","Low Risk"
42,"20.25","No","Low Risk"
42,"20.25","No","Low Risk"
42,"20","No","Low Risk"
42,"19.8","No","Low Risk"
42,"19.55","No","Low Risk"
42,"19.35","No","Low Risk"
42,"19.05","No","Low Risk"
41,"111.15","No","Low Risk"
41,"109.1","No","Low Risk"
41,"106.5","No","Low Risk"
41,"104.45","No","Low Risk"
41,"104.4","No","Low Risk"
41,"101.6","No","Low Risk"
41,"101.1","No","Low Risk"
41,"99.65","No","Low Risk"
41,"98.8","No","Low Risk"
41,"98.05","No","Low Risk"
41,"94.9","No","Low Risk"
41,"94.55","No","Low Risk"
41,"94.3","No","Low Risk"
41,"89.55","No","Low Risk"
41,"89.2","No","Low Risk"
41,"88.5","No","Low Risk"
41,"86.2","No","Low Risk"
41,"81.3","No","Low Risk"
41,"80.55","No","Low Risk"
41,"80.25","No","Low Risk"
41,"79.85","No","Low Risk"
41,"78.45","No","Low Risk"
41,"78.35","No","Low Risk"
41,"74.7","No","Low Risk"
41,"74.65","No","Low Risk"
41,"74.55","No","Low Risk"
41,"74.25","No","Low Risk"
41,"70.2","No","Low Risk"
41,"68.6","No","Low Risk"
41,"68.5","No","Low Risk"
41,"65","No","Low Risk"
41,"60.3","No","Low Risk"
41,"56.3","No","Low Risk"
41,"55.7","No","Low Risk"
41,"53.95","No","Low Risk"
41,"51.35","No","Low Risk"
41,"50.05","No","Low Risk"
41,"45.2","No","Low Risk"
41,"40.35","No","Low Risk"
41,"35.45","No","Low Risk"
41,"35.4","No","Low Risk"
41,"25.25","No","Low Risk"
41,"24.85","No","Low Risk"
41,"20.65","No","Low Risk"
41,"20.65","No","Low Risk"
41,"20.45","No","Low Risk"
41,"20.25","No","Low Risk"
41,"20.15","No","Low Risk"
41,"20","No","Low Risk"
41,"20","No","Low Risk"
41,"19.85","No","Low Risk"
41,"19.75","No","Low Risk"
41,"19.75","No","Low Risk"
41,"19.7","No","Low Risk"
41,"19.5","No","Low Risk"
41,"19.3","No","Low Risk"
40,"110.1","No","Low Risk"
40,"106","No","Low Risk"
40,"105.95","No","Low Risk"
40,"105.75","No","Low Risk"
40,"103.75","No","Low Risk"
40,"102.65","No","Low Risk"
40,"98.15","No","Low Risk"
40,"96.35","No","Low Risk"
40,"93.4","No","Low Risk"
40,"91.55","No","Low Risk"
40,"89.6","No","Low Risk"
40,"85.05","No","Low Risk"
40,"84.9","No","Low Risk"
40,"83.85","No","Low Risk"
40,"81.2","No","Low Risk"
40,"80.8","No","Low Risk"
40,"80.75","No","Low Risk"
40,"80","No","Low Risk"
40,"78.85","No","Low Risk"
40,"74.8","No","Low Risk"
40,"74.55","No","Low Risk"
40,"71.35","No","Low Risk"
40,"70.75","No","Low Risk"
40,"67.45","No","Low Risk"
40,"65.1","No","Low Risk"
40,"64.1","No","Low Risk"
40,"63.9","No","Low Risk"
40,"62.05","No","Low Risk"
40,"61.9","No","Low Risk"
40,"60.3","No","Low Risk"
40,"56.6","No","Low Risk"
40,"55.8","No","Low Risk"
40,"54.55","No","Low Risk"
40,"51.1","No","Low Risk"
40,"50.85","No","Low Risk"
40,"50.25","No","Low Risk"
40,"50.15","No","Low Risk"
40,"40.25","No","Low Risk"
40,"36","No","Low Risk"
40,"26.2","No","Low Risk"
40,"25.25","No","Low Risk"
40,"24.8","No","Low Risk"
40,"24.6","No","Low Risk"
40,"20.6","No","Low Risk"
40,"20.4","No","Low Risk"
40,"20.4","No","Low Risk"
40,"20.15","No","Low Risk"
40,"20.15","No","Low Risk"
40,"19.65","No","Low Risk"
40,"19.6","No","Low Risk"
40,"19.1","No","Low Risk"
39,"106.4","No","Low Risk"
39,"101.25","No","Low Risk"
39,"100.55","No","Low Risk"
39,"100.45","No","Low Risk"
39,"100","No","Low Risk"
39,"99.95","No","Low Risk"
39,"99.75","No","Low Risk"
39,"99.1","No","Low Risk"
39,"90.7","No","Low Risk"
39,"81.9","No","Low Risk"
39,"81.5","No","Low Risk"
39,"81.4","No","Low Risk"
39,"73.15","No","Low Risk"
39,"59.85","No","Low Risk"
39,"59.8","No","Low Risk"
39,"59.3","No","Low Risk"
39,"58.6","No","Low Risk"
39,"54.85","No","Low Risk"
39,"53.85","No","Low Risk"
39,"51.05","No","Low Risk"
39,"50.65","No","Low Risk"
39,"49.8","No","Low Risk"
39,"47.85","No","Low Risk"
39,"45.05","No","Low Risk"
39,"41.15","No","Low Risk"
39,"41.1","No","Low Risk"
39,"40.6","No","Low Risk"
39,"40.3","No","Low Risk"
39,"35.55","No","Low Risk"
39,"25.45","No","Low Risk"
39,"25.25","No","Low Risk"
39,"25.2","No","Low Risk"
39,"25","No","Low Risk"
39,"24.2","No","Low Risk"
39,"23.8","No","Low Risk"
39,"20.7","No","Low Risk"
39,"20.45","No","Low Risk"
39,"20.15","No","Low Risk"
39,"19.9","No","Low Risk"
39,"19.85","No","Low Risk"
39,"19.75","No","Low Risk"
39,"19.35","No","Low Risk"
38,"110.7","No","Low Risk"
38,"104.85","No","Low Risk"
38,"103.65","No","Low Risk"
38,"102.6","No","Low Risk"
38,"101.15","No","Low Risk"
38,"101.15","No","Low Risk"
38,"95.1","No","Low Risk"
38,"95","No","Low Risk"
38,"95","No","Low Risk"
38,"94.9","No","Low Risk"
38,"94.75","No","Low Risk"
38,"91.7","No","Low Risk"
38,"89.1","No","Low Risk"
38,"85.4","No","Low Risk"
38,"84.1","No","Low Risk"
38,"83.45","No","Low Risk"
38,"81.85","No","Low Risk"
38,"81","No","Low Risk"
38,"80.45","No","Low Risk"
38,"78.95","No","Low Risk"
38,"74.05","No","Low Risk"
38,"70.6","No","Low Risk"
38,"69.95","No","Low Risk"
38,"69.5","No","Low Risk"
38,"69","No","Low Risk"
38,"68.15","No","Low Risk"
38,"66.15","No","Low Risk"
38,"60","No","Low Risk"
38,"54.5","No","Low Risk"
38,"25.05","No","Low Risk"
38,"24.85","No","Low Risk"
38,"24.25","No","Low Risk"
38,"20.45","No","Low Risk"
38,"20.4","No","Low Risk"
38,"20.3","No","Low Risk"
38,"20.3","No","Low Risk"
38,"20.25","No","Low Risk"
38,"20.2","No","Low Risk"
38,"20.2","No","Low Risk"
38,"20.1","No","Low Risk"
38,"20.05","No","Low Risk"
38,"20.05","No","Low Risk"
38,"19.95","No","Low Risk"
38,"19.6","No","Low Risk"
38,"19.6","No","Low Risk"
38,"19.3","No","Low Risk"
37,"104.5","No","Low Risk"
37,"100.3","No","Low Risk"
37,"100.05","No","Low Risk"
37,"96.1","No","Low Risk"
37,"95.25","No","Low Risk"
37,"95.15","No","Low Risk"
37,"94.3","No","Low Risk"
37,"92.95","No","Low Risk"
37,"91.2","No","Low Risk"
37,"91.2","No","Low Risk"
37,"91.15","No","Low Risk"
37,"90.6","No","Low Risk"
37,"90.35","No","Low Risk"
37,"90","No","Low Risk"
37,"88.8","No","Low Risk"
37,"80.05","No","Low Risk"
37,"79.25","No","Low Risk"
37,"78.9","No","Low Risk"
37,"75.1","No","Low Risk"
37,"72.25","No","Low Risk"
37,"72.1","No","Low Risk"
37,"70.35","No","Low Risk"
37,"68.1","No","Low Risk"
37,"67.45","No","Low Risk"
37,"65.6","No","Low Risk"
37,"64.65","No","Low Risk"
37,"62.8","No","Low Risk"
37,"61.45","No","Low Risk"
37,"58.75","No","Low Risk"
37,"55.05","No","Low Risk"
37,"45.4","No","Low Risk"
37,"40.55","No","Low Risk"
37,"40.2","No","Low Risk"
37,"40.2","No","Low Risk"
37,"36.65","No","Low Risk"
37,"35.8","No","Low Risk"
37,"26.45","No","Low Risk"
37,"24.1","No","Low Risk"
37,"20.35","No","Low Risk"
37,"20.3","No","Low Risk"
37,"20.15","No","Low Risk"
37,"19.85","No","Low Risk"
37,"19.85","No","Low Risk"
37,"19.8","No","Low Risk"
37,"19.8","No","Low Risk"
37,"19.8","No","Low Risk"
37,"19.8","No","Low Risk"
37,"19.6","No","Low Risk"
37,"19.5","No","Low Risk"
37,"19.35","No","Low Risk"
36,"106.05","No","Low Risk"
36,"104.8","No","Low Risk"
36,"104.5","No","Low Risk"
36,"95.4","No","Low Risk"
36,"95","No","Low Risk"
36,"94.8","No","Low Risk"
36,"94.7","No","Low Risk"
36,"93.6","No","Low Risk"
36,"92.9","No","Low Risk"
36,"91.95","No","Low Risk"
36,"89.65","No","Low Risk"
36,"85.85","No","Low Risk"
36,"80.4","No","Low Risk"
36,"79.2","No","Low Risk"
36,"76.35","No","Low Risk"
36,"75.55","No","Low Risk"
36,"74.9","No","Low Risk"
36,"70.7","No","Low Risk"
36,"63.7","No","Low Risk"
36,"60.7","No","Low Risk"
36,"55.8","No","Low Risk"
36,"54.45","No","Low Risk"
36,"54.1","No","Low Risk"
36,"53.65","No","Low Risk"
36,"53.1","No","Low Risk"
36,"51.05","No","Low Risk"
36,"40.65","No","Low Risk"
36,"35.35","No","Low Risk"
36,"34.85","No","Low Risk"
36,"31.05","No","Low Risk"
36,"25.1","No","Low Risk"
36,"20.85","No","Low Risk"
36,"20.35","No","Low Risk"
36,"20.25","No","Low Risk"
36,"20","No","Low Risk"
36,"19.55","No","Low Risk"
36,"19.45","No","Low Risk"
36,"19.25","No","Low Risk"
36,"19.2","No","Low Risk"
36,"18.55","No","Low Risk"
35,"113.2","No","Low Risk"
35,"110.8","No","Low Risk"
35,"109.95","No","Low Risk"
35,"108.95","No","Low Risk"
35,"108.35","No","Low Risk"
35,"106.9","No","Low Risk"
35,"102.05","No","Low Risk"
35,"100.8","No","Low Risk"
35,"99.25","No","Low Risk"
35,"99.05","No","Low Risk"
35,"96.75","No","Low Risk"
35,"95.5","No","Low Risk"
35,"94.55","No","Low Risk"
35,"91.5","No","Low Risk"
35,"91","No","Low Risk"
35,"89.85","No","Low Risk"
35,"89.7","No","Low Risk"
35,"89.65","No","Low Risk"
35,"89.2","No","Low Risk"
35,"83.15","No","Low Risk"
35,"81.6","No","Low Risk"
35,"80.05","No","Low Risk"
35,"76.05","No","Low Risk"
35,"73.45","No","Low Risk"
35,"73","No","Low Risk"
35,"72.1","No","Low Risk"
35,"70.55","No","Low Risk"
35,"69.15","No","Low Risk"
35,"69","No","Low Risk"
35,"62.15","No","Low Risk"
35,"62.1","No","Low Risk"
35,"61.2","No","Low Risk"
35,"61","No","Low Risk"
35,"60.55","No","Low Risk"
35,"59.6","No","Low Risk"
35,"59.45","No","Low Risk"
35,"56.85","No","Low Risk"
35,"55.6","No","Low Risk"
35,"55.25","No","Low Risk"
35,"54.95","No","Low Risk"
35,"53.15","No","Low Risk"
35,"50.15","No","Low Risk"
35,"49.2","No","Low Risk"
35,"46.35","No","Low Risk"
35,"40.9","No","Low Risk"
35,"39.85","No","Low Risk"
35,"33.45","No","Low Risk"
35,"26.2","No","Low Risk"
35,"25.75","No","Low Risk"
35,"25.6","No","Low Risk"
35,"25.45","No","Low Risk"
35,"25.4","No","Low Risk"
35,"24.3","No","Low Risk"
35,"24.15","No","Low Risk"
35,"23.3","No","Low Risk"
35,"21.45","No","Low Risk"
35,"21.1","No","Low Risk"
35,"20.75","No","Low Risk"
35,"20.75","No","Low Risk"
35,"20.6","No","Low Risk"
35,"20.5","No","Low Risk"
35,"20.2","No","Low Risk"
35,"20.1","No","Low Risk"
35,"20.1","No","Low Risk"
35,"20.05","No","Low Risk"
35,"19.9","No","Low Risk"
35,"19.85","No","Low Risk"
35,"19.7","No","Low Risk"
35,"19.65","No","Low Risk"
35,"19.6","No","Low Risk"
35,"19.25","No","Low Risk"
35,"19.25","No","Low Risk"
35,"19.15","No","Low Risk"
34,"116.25","No","Low Risk"
34,"116.15","No","Low Risk"
34,"108.9","No","Low Risk"
34,"105.35","No","Low Risk"
34,"105.35","No","Low Risk"
34,"105.1","No","Low Risk"
34,"103.8","No","Low Risk"
34,"100.85","No","Low Risk"
34,"100.45","No","Low Risk"
34,"99.85","No","Low Risk"
34,"97.7","No","Low Risk"
34,"96.35","No","Low Risk"
34,"90.15","No","Low Risk"
34,"90.05","No","Low Risk"
34,"89.85","No","Low Risk"
34,"88.85","No","Low Risk"
34,"85.35","No","Low Risk"
34,"85.2","No","Low Risk"
34,"84.75","No","Low Risk"
34,"84.05","No","Low Risk"
34,"79.95","No","Low Risk"
34,"78.95","No","Low Risk"
34,"77.2","No","Low Risk"
34,"75.55","No","Low Risk"
34,"71.55","No","Low Risk"
34,"69.15","No","Low Risk"
34,"67.65","No","Low Risk"
34,"65","No","Low Risk"
34,"64.35","No","Low Risk"
34,"64.2","No","Low Risk"
34,"61.25","No","Low Risk"
34,"60.85","No","Low Risk"
34,"60.8","No","Low Risk"
34,"56.95","No","Low Risk"
34,"56.25","No","Low Risk"
34,"55","No","Low Risk"
34,"50.2","No","Low Risk"
34,"49.8","No","Low Risk"
34,"44.85","No","Low Risk"
34,"40.55","No","Low Risk"
34,"30.4","No","Low Risk"
34,"26.1","No","Low Risk"
34,"25.6","No","Low Risk"
34,"25.05","No","Low Risk"
34,"24.95","No","Low Risk"
34,"24.7","No","Low Risk"
34,"20.8","No","Low Risk"
34,"20.65","No","Low Risk"
34,"20.35","No","Low Risk"
34,"20.1","No","Low Risk"
34,"20.05","No","Low Risk"
34,"19.7","No","Low Risk"
34,"19.6","No","Low Risk"
33,"109.9","No","Low Risk"
33,"107.55","No","Low Risk"
33,"105.35","No","Low Risk"
33,"100.6","No","Low Risk"
33,"100","No","Low Risk"
33,"95.3","No","Low Risk"
33,"95","No","Low Risk"
33,"93.55","No","Low Risk"
33,"93.35","No","Low Risk"
33,"91.25","No","Low Risk"
33,"90.65","No","Low Risk"
33,"88.95","No","Low Risk"
33,"88.6","No","Low Risk"
33,"82.1","No","Low Risk"
33,"80.6","No","Low Risk"
33,"80.1","No","Low Risk"
33,"79.95","No","Low Risk"
33,"79.15","No","Low Risk"
33,"79","No","Low Risk"
33,"74.75","No","Low Risk"
33,"72.75","No","Low Risk"
33,"70.4","No","Low Risk"
33,"66.4","No","Low Risk"
33,"61.05","No","Low Risk"
33,"60.9","No","Low Risk"
33,"59.55","No","Low Risk"
33,"59.45","No","Low Risk"
33,"59.4","No","Low Risk"
33,"58.45","No","Low Risk"
33,"54.65","No","Low Risk"
33,"54.6","No","Low Risk"
33,"53.75","No","Low Risk"
33,"51.45","No","Low Risk"
33,"50","No","Low Risk"
33,"44.55","No","Low Risk"
33,"39.1","No","Low Risk"
33,"34.05","No","Low Risk"
33,"25.7","No","Low Risk"
33,"24.9","No","Low Risk"
33,"24.25","No","Low Risk"
33,"24.15","No","Low Risk"
33,"20.6","No","Low Risk"
33,"20.35","No","Low Risk"
33,"20.15","No","Low Risk"
33,"20.1","No","Low Risk"
33,"20.1","No","Low Risk"
33,"20.1","No","Low Risk"
33,"20.05","No","Low Risk"
33,"19.8","No","Low Risk"
33,"19.45","No","Low Risk"
32,"109.55","No","Low Risk"
32,"104.05","No","Low Risk"
32,"101.35","No","Low Risk"
32,"100.4","No","Low Risk"
32,"98.85","No","Low Risk"
32,"98.85","No","Low Risk"
32,"94.8","No","Low Risk"
32,"93.95","No","Low Risk"
32,"93.5","No","Low Risk"
32,"93.4","No","Low Risk"
32,"91.35","No","Low Risk"
32,"91.05","No","Low Risk"
32,"90.95","No","Low Risk"
32,"90.8","No","Low Risk"
32,"89.6","No","Low Risk"
32,"87.65","No","Low Risk"
32,"86.1","No","Low Risk"
32,"85.65","No","Low Risk"
32,"83.7","No","Low Risk"
32,"81.1","No","Low Risk"
32,"79.5","No","Low Risk"
32,"79.3","No","Low Risk"
32,"79.25","No","Low Risk"
32,"76.3","No","Low Risk"
32,"75.5","No","Low Risk"
32,"74.75","No","Low Risk"
32,"73.6","No","Low Risk"
32,"72.8","No","Low Risk"
32,"70.5","No","Low Risk"
32,"64.85","No","Low Risk"
32,"62.45","No","Low Risk"
32,"61.4","No","Low Risk"
32,"54.65","No","Low Risk"
32,"54.2","No","Low Risk"
32,"50.6","No","Low Risk"
32,"36.25","No","Low Risk"
32,"35.15","No","Low Risk"
32,"30.15","No","Low Risk"
32,"20.55","No","Low Risk"
32,"20.5","No","Low Risk"
32,"20.35","No","Low Risk"
32,"20.05","No","Low Risk"
32,"19.9","No","Low Risk"
32,"19.8","No","Low Risk"
32,"19.8","No","Low Risk"
32,"19.75","No","Low Risk"
32,"19.45","No","Low Risk"
32,"19.4","No","Low Risk"
32,"19.3","No","Low Risk"
32,"18.95","No","Low Risk"
31,"104.35","No","Low Risk"
31,"101.4","No","Low Risk"
31,"99.45","No","Low Risk"
31,"98.05","No","Low Risk"
31,"96.6","No","Low Risk"
31,"94.5","No","Low Risk"
31,"93.8","No","Low Risk"
31,"90.7","No","Low Risk"
31,"90.7","No","Low Risk"
31,"90.55","No","Low Risk"
31,"89.45","No","Low Risk"
31,"89.3","No","Low Risk"
31,"88.65","No","Low Risk"
31,"87.6","No","Low Risk"
31,"84.85","No","Low Risk"
31,"84.75","No","Low Risk"
31,"83.85","No","Low Risk"
31,"81.7","No","Low Risk"
31,"81.15","No","Low Risk"
31,"81.15","No","Low Risk"
31,"80.55","No","Low Risk"
31,"80.45","No","Low Risk"
31,"79.3","No","Low Risk"
31,"79.2","No","Low Risk"
31,"76.05","No","Low Risk"
31,"75.5","No","Low Risk"
31,"75.25","No","Low Risk"
31,"73.55","No","Low Risk"
31,"72.45","No","Low Risk"
31,"71.05","No","Low Risk"
31,"66.4","No","Low Risk"
31,"64","No","Low Risk"
31,"59.95","No","Low Risk"
31,"59.7","No","Low Risk"
31,"59.05","No","Low Risk"
31,"54.35","No","Low Risk"
31,"50.4","No","Low Risk"
31,"50.05","No","Low Risk"
31,"49.85","No","Low Risk"
31,"49.2","No","Low Risk"
31,"25.75","No","Low Risk"
31,"25","No","Low Risk"
31,"21","No","Low Risk"
31,"20.95","No","Low Risk"
31,"20.9","No","Low Risk"
31,"20.65","No","Low Risk"
31,"20.45","No","Low Risk"
31,"20.4","No","Low Risk"
31,"20.1","No","Low Risk"
30,"110.45","No","Low Risk"
30,"107.5","No","Low Risk"
30,"106.4","No","Low Risk"
30,"105.7","No","Low Risk"
30,"104.1","No","Low Risk"
30,"101.5","No","Low Risk"
30,"101.3","No","Low Risk"
30,"100.45","No","Low Risk"
30,"100.4","No","Low Risk"
30,"97","No","Low Risk"
30,"95","No","Low Risk"
30,"94.4","No","Low Risk"
30,"94.3","No","Low Risk"
30,"90.5","No","Low Risk"
30,"90.4","No","Low Risk"
30,"90.05","No","Low Risk"
30,"89.9","No","Low Risk"
30,"86.45","No","Low Risk"
30,"85.45","No","Low Risk"
30,"84.3","No","Low Risk"
30,"83.55","No","Low Risk"
30,"82.05","No","Low Risk"
30,"80.8","No","Low Risk"
30,"79.3","No","Low Risk"
30,"77.9","No","Low Risk"
30,"74.85","No","Low Risk"
30,"74.75","No","Low Risk"
30,"74.65","No","Low Risk"
30,"70.4","No","Low Risk"
30,"70.25","No","Low Risk"
30,"69.1","No","Low Risk"
30,"68.95","No","Low Risk"
30,"67.6","No","Low Risk"
30,"66.3","No","Low Risk"
30,"64.5","No","Low Risk"
30,"64.5","No","Low Risk"
30,"64.5","No","Low Risk"
30,"55.65","No","Low Risk"
30,"55.3","No","Low Risk"
30,"54.45","No","Low Risk"
30,"50","No","Low Risk"
30,"49.9","No","Low Risk"
30,"48.8","No","Low Risk"
30,"44.5","No","Low Risk"
30,"40.35","No","Low Risk"
30,"25.35","No","Low Risk"
30,"25.1","No","Low Risk"
30,"21.25","No","Low Risk"
30,"20.7","No","Low Risk"
30,"19.8","No","Low Risk"
30,"19.7","No","Low Risk"
30,"19.7","No","Low Risk"
30,"19.55","No","Low Risk"
30,"19.4","No","Low Risk"
30,"19.3","No","Low Risk"
30,"19.05","No","Low Risk"
29,"103.95","No","Low Risk"
29,"101.45","No","Low Risk"
29,"100.55","No","Low Risk"
29,"100.55","No","Low Risk"
29,"98.8","No","Low Risk"
29,"94.2","No","Low Risk"
29,"90.1","No","Low Risk"
29,"89.65","No","Low Risk"
29,"87.8","No","Low Risk"
29,"85.8","No","Low Risk"
29,"84.9","No","Low Risk"
29,"84.3","No","Low Risk"
29,"80.1","No","Low Risk"
29,"79.3","No","Low Risk"
29,"76","No","Low Risk"
29,"75.55","No","Low Risk"
29,"75.35","No","Low Risk"
29,"75.3","No","Low Risk"
29,"74.95","No","Low Risk"
29,"74.2","No","Low Risk"
29,"71","No","Low Risk"
29,"70.9","No","Low Risk"
29,"69.05","No","Low Risk"
29,"67.45","No","Low Risk"
29,"66.1","No","Low Risk"
29,"60.2","No","Low Risk"
29,"58.75","No","Low Risk"
29,"58.55","No","Low Risk"
29,"58","No","Low Risk"
29,"55.35","No","Low Risk"
29,"55.25","No","Low Risk"
29,"51.6","No","Low Risk"
29,"48.95","No","Low Risk"
29,"45.9","No","Low Risk"
29,"45","No","Low Risk"
29,"45","No","Low Risk"
29,"39.5","No","Low Risk"
29,"35.65","No","Low Risk"
29,"35.6","No","Low Risk"
29,"34.3","No","Low Risk"
29,"33.75","No","Low Risk"
29,"31.2","No","Low Risk"
29,"26.1","No","Low Risk"
29,"25.15","No","Low Risk"
29,"24.85","No","Low Risk"
29,"20.65","No","Low Risk"
29,"20.35","No","Low Risk"
29,"20.2","No","Low Risk"
29,"20","No","Low Risk"
29,"20","No","Low Risk"
29,"19.85","No","Low Risk"
29,"19.85","No","Low Risk"
29,"19.8","No","Low Risk"
29,"19.55","No","Low Risk"
29,"19.4","No","Low Risk"
29,"19.35","No","Low Risk"
29,"19.1","No","Low Risk"
28,"110.85","No","Low Risk"
28,"105.8","No","Low Risk"
28,"100.35","No","Low Risk"
28,"100.2","No","Low Risk"
28,"96.6","No","Low Risk"
28,"92.9","No","Low Risk"
28,"92.2","No","Low Risk"
28,"91.25","No","Low Risk"
28,"91","No","Low Risk"
28,"90.45","No","Low Risk"
28,"89.9","No","Low Risk"
28,"85.45","No","Low Risk"
28,"82.85","No","Low Risk"
28,"80.6","No","Low Risk"
28,"76.55","No","Low Risk"
28,"70.4","No","Low Risk"
28,"64.45","No","Low Risk"
28,"64.4","No","Low Risk"
28,"60.9","No","Low Risk"
28,"60","No","Low Risk"
28,"59.9","No","Low Risk"
28,"59.55","No","Low Risk"
28,"59","No","Low Risk"
28,"56.05","No","Low Risk"
28,"54.9","No","Low Risk"
28,"54.65","No","Low Risk"
28,"54.4","No","Low Risk"
28,"54.35","No","Low Risk"
28,"54.3","No","Low Risk"
28,"51","No","Low Risk"
28,"50.8","No","Low Risk"
28,"49.9","No","Low Risk"
28,"39.1","No","Low Risk"
